City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,esmeraldas,-19.7625,-44.3139,27.48,65,0,1.57,BR,1713995444
291,wobulenzi,0.7283,32.5122,18.51,97,100,1.43,UG,1713995445
292,severo-yeniseyskiy,60.3725,93.0408,-2.46,97,100,1.79,RU,1713995445
293,belen,36.4891,36.2233,21.89,40,0,3.09,TR,1713995445
294,hirara,24.8,125.2833,23.15,88,100,5.66,JP,1713995445
295,kidatu,-7.6992,36.9572,21.12,96,63,1.18,TZ,1713995445
296,sawakin,19.1059,37.3321,28.59,63,95,1.78,SD,1713995450
297,motygino,58.1831,94.7592,-9.56,99,84,0.45,RU,1713995450
298,nikol'skoye,59.4931,42.5244,2.57,81,3,1.78,RU,1713995450
299,tura,25.5198,90.2201,23.96,73,0,3.07,IN,1713995450
300,adigrat,14.277,39.462,17.55,63,63,1.64,ET,1713995450
301,palmer,42.1584,-72.3287,18.75,49,75,6.69,US,1713995450
302,tangalle,6.024,80.7911,25.09,89,83,1.78,LK,1713995451
303,farasan,16.7022,42.1183,30.15,75,0,1.49,SA,1713995466
304,dudinka,69.4058,86.1778,-7.4,89,59,4.92,RU,1713995469
305,"laikit, laikit ii (dimembe)",1.4792,124.9735,22.47,100,20,1.54,ID,1713995469
306,kwaksan,39.6875,125.0828,8.58,92,0,1.71,KP,1713995469
307,tarija,-21.5355,-64.7296,26.95,54,40,4.12,BO,1713995470
308,plettenberg bay,-34.0527,23.3716,15.91,90,25,2.46,ZA,1713995478
309,kangding,30.0513,101.9603,6.09,96,100,1.4,CN,1713995478
310,brisas de zicatela,15.8369,-97.0419,32.29,48,0,3.09,MX,1713995478
311,syanno,54.8106,29.7069,8.4,95,100,6.41,BY,1713995478
312,bulgan,48.8125,103.5347,-1.73,74,100,1.37,MN,1713995479
313,avarua,-21.2078,-159.775,28.03,69,75,3.6,CK,1713995479
314,kardla,58.9978,22.7492,4.47,89,100,4.46,EE,1713995481
315,taman',45.2117,36.7161,15.24,63,100,9.99,RU,1713995482
316,vila franca do campo,37.7167,-25.4333,16.23,78,58,3.95,PT,1713995482
317,crane,31.3974,-102.3501,31.04,37,91,10.5,US,1713995483
318,kisangani,0.5167,25.2,21.83,96,100,0.61,CD,1713995484
319,arnedo,42.2167,-2.1,8.72,71,100,2.64,ES,1713995485
320,iwanai,42.9744,140.5089,10.58,90,89,4.39,JP,1713995485
321,takahagi,36.7167,140.7167,15.66,100,78,0.99,JP,1713995485
322,kirakira,-10.4544,161.9205,28.93,80,87,1.14,SB,1713995485
323,sola,-13.8833,167.55,28.37,79,20,0.0,VU,1713995485
324,nadi,-17.8,177.4167,29.0,74,20,1.03,FJ,1713995485
325,porto velho,-8.7619,-63.9039,26.03,89,75,1.03,BR,1713995233
326,hithadhoo,-0.6,73.0833,28.05,80,100,3.09,MV,1713995493
327,rio grande,-32.035,-52.0986,18.06,67,29,4.7,BR,1713995404
328,katsuura,35.1333,140.3,16.01,86,89,1.31,JP,1713995493
329,coyhaique,-45.5752,-72.0662,9.34,81,75,2.06,CL,1713994961
330,agadez,19.75,10.25,30.77,12,5,2.26,NE,1713995494
331,mehran,33.1222,46.1646,26.46,30,0,3.06,IR,1713995495
332,toliara,-23.35,43.6667,21.87,86,0,3.92,MG,1713995498
333,ghat,24.9647,10.1728,25.05,21,0,5.53,LY,1713995501
334,la palma,33.8464,-118.0467,22.65,61,20,6.69,US,1713995501
335,ardestan,33.3761,52.3694,12.59,78,100,1.42,IR,1713995501
336,chinde,26.8418,88.0763,18.74,23,0,2.82,NP,1713995501
337,kargasok,59.0556,80.8572,-3.35,73,98,6.26,RU,1713995502
338,vilhena,-12.7406,-60.1458,28.12,78,75,2.57,BR,1713995505
339,bucerias,20.75,-105.3333,30.23,43,34,2.99,MX,1713995501
340,marmande,44.5,0.1667,10.17,95,87,2.63,FR,1713995505
341,miranda,3.2499,-76.2281,30.07,83,89,0.75,CO,1713995505
342,arraial do cabo,-22.9661,-42.0278,25.92,83,0,1.03,BR,1713995295
343,phan thiet,10.9333,108.1,25.58,91,69,2.27,VN,1713995506
344,puerto aysen,-45.4,-72.7,7.27,99,100,1.12,CL,1713995506
345,novodvinsk,64.4165,40.8122,0.99,100,100,1.74,RU,1713995506
346,kaoma,-14.7833,24.8,16.32,40,2,2.86,ZM,1713995506
347,la gi,10.6667,107.7833,26.66,84,89,2.62,VN,1713995507
348,guararema,-23.415,-46.035,27.08,78,100,1.85,BR,1713995514
349,arteche,12.2645,125.4048,25.21,81,100,2.01,PH,1713995515
350,mount gambier,-37.8333,140.7667,12.03,81,56,2.57,AU,1713995515
351,belyy yar,53.6039,91.3903,-6.06,58,0,4.0,RU,1713995515
352,kirensk,57.7853,108.1119,-1.13,96,94,2.24,RU,1713995515
353,nzega,-2.479,29.5564,14.64,93,100,1.53,RW,1713995516
354,okhotsk,59.3833,143.3,-1.1,94,100,3.05,RU,1713995516
355,ghanzi,-21.5667,21.7833,20.84,22,0,2.9,BW,1713995517
356,malvan,16.0667,73.4667,27.58,79,30,4.49,IN,1713995517
357,franceville,-1.6333,13.5836,22.73,97,86,1.23,GA,1713995517
358,aywaille,50.4741,5.6768,4.83,97,94,2.05,BE,1713995518
359,port lincoln,-34.7333,135.8667,14.07,75,54,2.34,AU,1713995518
360,turpan,42.9333,89.1667,24.62,20,100,2.64,CN,1713995518
361,newman,37.3138,-121.0208,19.02,58,100,3.13,US,1713995520
362,chonchi,-42.6128,-73.8092,11.56,90,89,3.48,CL,1713995520
363,rabo de peixe,37.8,-25.5833,15.73,72,40,5.66,PT,1713995524
364,aripuana,-9.1667,-60.6333,25.08,96,89,0.25,BR,1713995525
365,el fasher,13.6279,25.3494,28.62,9,1,3.92,SD,1713995525
366,alta,69.9689,23.2717,2.59,80,75,16.09,NO,1713995527
367,corfu,39.62,19.9197,14.88,77,40,2.57,GR,1713995528
368,sambava,-14.2667,50.1667,24.64,90,93,4.1,MG,1713995529
369,undurkhaan,47.3194,110.6556,2.26,56,99,1.54,MN,1713995532
370,suntar,62.1444,117.6319,-7.74,92,98,3.67,RU,1713995449
371,altai,46.3722,96.2583,0.58,57,2,7.93,MN,1713995533
372,nelson bay,-32.7167,152.15,18.33,90,100,2.24,AU,1713995533
373,zaranj,30.9667,61.8833,17.98,55,100,2.93,AF,1713995533
374,waat,51.1454,6.4958,6.13,87,20,4.12,DE,1713995533
375,puri,19.8,85.85,27.29,71,41,7.09,IN,1713995535
376,mallapuram,11.9667,78.25,25.89,49,30,1.32,IN,1713995535
377,novosergiyevka,52.0934,53.6528,11.67,94,34,4.31,RU,1713995536
378,kyelang,32.5833,77.0333,-10.26,81,80,2.77,IN,1713995536
379,ulladulla,-35.35,150.4667,12.2,65,0,1.37,AU,1713995536
380,alofi,-19.0595,-169.9187,28.94,74,55,4.12,NU,1713995537
381,tawau,4.2498,117.8871,25.07,87,95,2.19,MY,1713995538
382,bentiu,9.2333,29.8333,31.24,23,96,2.26,SS,1713995538
383,mar del plata,-38.0023,-57.5575,14.37,75,20,3.6,AR,1713995347
384,mount pleasant,32.7941,-79.8626,27.08,58,0,6.69,US,1713995386
385,port douglas,-16.4833,145.4667,24.52,81,42,2.94,AU,1713995543
386,kimbo,10.4,-13.55,24.71,69,94,1.85,GN,1713995543
387,anta,25.15,76.3,30.11,17,4,4.83,IN,1713995543
388,richland,40.7834,-82.5499,6.34,83,100,7.2,US,1713995502
389,kerema,-7.9631,145.7785,27.58,85,97,2.2,PG,1713995545
390,constitucion,-35.3333,-72.4167,12.98,64,3,1.14,CL,1713995545
391,oriximina,-1.7656,-55.8661,26.09,91,64,0.84,BR,1713995546
392,cacheu,12.2706,-16.1658,25.68,45,55,4.57,GW,1713995546
393,kuanda,56.3161,116.0806,0.49,77,100,2.18,RU,1713995547
394,nuuk,64.1835,-51.7216,0.34,80,75,18.52,GL,1713995548
395,palikir - national government center,6.9248,158.1611,25.41,94,100,0.0,FM,1713995550
396,tabou,4.423,-7.3528,28.05,83,95,3.44,CI,1713995551
397,victorica,-36.2151,-65.4359,13.91,41,0,8.67,AR,1713995551
398,usagara,-2.6833,33.0,19.69,88,95,2.14,TZ,1713995554
399,lerwick,60.1545,-1.1494,2.0,69,82,7.52,GB,1713995557
400,vila velha,-20.3297,-40.2925,25.97,97,40,3.58,BR,1713994988
401,quebrangulo,-9.3189,-36.4711,22.59,91,100,2.8,BR,1713995561
402,kruisfontein,-34.0033,24.7314,17.16,95,39,2.76,ZA,1713995562
403,fort bragg,35.139,-79.006,22.08,55,100,3.09,US,1713995562
404,vicuna mackenna,-33.9197,-64.3922,13.72,48,98,7.09,AR,1713995562
405,huauchinango,20.1833,-98.05,24.29,59,40,3.68,MX,1713995478
406,castillos,-34.1667,-53.8333,12.9,80,29,2.32,UY,1713995563
407,kayunga,0.7025,32.8886,18.77,97,100,1.38,UG,1713995563
408,zakamensk,50.3741,103.2863,-6.98,98,95,0.87,RU,1713995409
409,caleta de carquin,-11.0925,-77.6267,21.62,84,71,4.11,PE,1713995563
410,newport,51.5877,-2.9984,9.69,80,100,2.27,GB,1713995514
411,saint-philippe,-21.3585,55.7679,24.77,84,11,3.93,RE,1713995565
412,mos,43.1567,-7.5505,4.97,99,94,1.23,ES,1713995435
413,at taj,24.2049,23.2857,24.6,30,28,4.36,LY,1713995562
414,didim,37.3756,27.2678,17.78,92,100,2.33,TR,1713995565
415,micheweni,-4.9667,39.8333,26.83,84,98,6.77,TZ,1713995565
416,yen bai,21.7,104.8667,23.45,95,100,1.13,VN,1713995307
417,pokhara,28.2333,83.9833,19.85,23,0,3.24,NP,1713995566
418,ruteng,-8.6136,120.4721,18.2,98,72,0.92,ID,1713995566
419,morehead city,34.7229,-76.726,23.03,74,0,9.77,US,1713995328
420,san fernando,15.0286,120.6898,27.85,85,40,1.26,PH,1713995250
421,port-gentil,-0.7193,8.7815,27.98,89,40,3.09,GA,1713995501
422,shannon,52.7039,-8.8642,8.0,87,0,2.57,IE,1713995566
423,rabaul,-4.1967,152.1721,27.97,79,68,2.89,PG,1713995566
424,shenjiamen,29.9576,122.298,14.76,73,100,3.72,CN,1713995567
425,broken hill,-31.95,141.4333,8.9,60,67,5.87,AU,1713995567
426,ozu,33.5,132.55,14.54,89,18,0.67,JP,1713995567
427,lehliu-gara,44.4333,26.85,15.9,79,6,2.43,RO,1713995567
428,heihe,50.2441,127.4902,9.14,81,100,2.55,CN,1713995567
429,buala,-8.145,159.5921,29.33,78,94,2.52,SB,1713995568
430,juneau,58.3019,-134.4197,12.0,100,75,3.09,US,1713995329
431,kenora,49.8167,-94.4337,12.54,19,20,3.09,CA,1713995568
432,magistral'nyy,56.1725,107.4458,-0.35,87,100,4.2,RU,1713995568
433,mercedes,-34.6515,-59.4307,13.3,66,11,2.21,AR,1713995568
434,palmerston north,-40.35,175.6167,14.86,73,100,1.34,NZ,1713995568
435,gbadolite,4.2833,21.0167,23.17,94,100,0.95,CD,1713995568
436,crateus,-5.1783,-40.6775,23.87,90,33,1.21,BR,1713995584
437,motueka,-41.1333,173.0167,13.39,63,100,0.28,NZ,1713995584
438,cabedelo,-6.9811,-34.8339,29.37,75,66,4.82,BR,1713995585
439,nemuro,43.3236,145.575,6.05,96,100,10.5,JP,1713995578
440,nuevo ideal,24.8875,-105.0728,29.84,6,72,2.83,MX,1713995586
441,bikenibeu village,1.3673,173.1241,28.29,81,22,6.97,KI,1713995586
442,sur,22.5667,59.5289,28.1,71,0,4.16,OM,1713995587
443,sakrand,26.1384,68.2736,29.04,38,82,2.82,PK,1713995587
444,el granada,37.5027,-122.4694,20.53,74,100,4.12,US,1713995587
445,ciudad lazaro cardenas,17.9583,-102.2,28.97,52,1,4.84,MX,1713995587
446,al burayqah,30.4062,19.5739,17.89,69,98,2.77,LY,1713995588
447,kourou,5.1552,-52.6478,28.03,78,69,2.53,GF,1713995591
448,mkushi,-13.6202,29.3939,15.63,72,4,1.39,ZM,1713995594
449,ulaangom,49.9811,92.0667,-1.3,40,100,7.89,MN,1713995594
450,qarauyl,48.9451,79.255,0.09,59,100,4.24,KZ,1713995595
451,zuwarah,32.9312,12.082,14.91,59,1,5.35,LY,1713995595
452,iola,37.9245,-95.4,24.03,26,0,3.09,US,1713995599
453,calolbon,13.596,124.0991,27.55,71,75,4.94,PH,1713995599
454,howrah,22.5892,88.3103,31.0,66,20,3.09,IN,1713995600
455,ust'-kut,56.7938,105.7672,-2.53,97,100,2.68,RU,1713995600
456,mizdah,31.4451,12.9801,11.8,68,26,6.51,LY,1713995600
457,talca,-35.4333,-71.6667,16.44,24,0,3.32,CL,1713995483
458,kapuskasing,49.4169,-82.4331,0.05,37,20,2.06,CA,1713995522
459,hollidaysburg,40.4273,-78.3889,15.94,62,100,7.2,US,1713995602
460,kristiansund,63.1115,7.732,3.36,75,75,2.57,NO,1713995602
461,belousovka,50.1339,82.5239,-5.53,63,4,1.0,KZ,1713995602
462,la libertad,-2.2333,-80.9,28.81,74,75,4.12,EC,1713995602
463,santa maria del oro,25.9333,-105.3667,31.57,5,56,5.18,MX,1713995602
464,rheinsberg,53.0997,12.8989,2.25,90,39,1.25,DE,1713995603
465,ratnagiri,16.9833,73.3,26.81,81,18,3.27,IN,1713995604
466,watsa,3.0372,29.5355,19.08,99,98,1.51,CD,1713995604
467,besancon,47.2488,6.0182,3.44,91,99,1.99,FR,1713995605
468,noshiro,40.2039,140.0242,11.64,95,100,3.58,JP,1713995605
469,campos belos,-13.0367,-46.7717,25.29,60,68,1.64,BR,1713995613
470,key largo,25.0865,-80.4473,26.0,55,1,6.81,US,1713995422
471,acapulco de juarez,16.8634,-99.8901,28.15,50,4,5.39,MX,1713995613
472,nuku'alofa,-21.1333,-175.2,28.19,89,40,6.69,TO,1713995616
473,soc trang,9.6033,105.98,27.85,75,95,1.37,VN,1713995617
474,qacha's nek,-30.1154,28.6894,12.13,31,100,1.86,LS,1713995618
475,orito,0.6766,-76.8771,28.88,71,47,0.89,CO,1713995618
476,necochea,-38.5473,-58.7368,11.67,69,4,2.92,AR,1713995427
477,richards bay,-28.783,32.0377,20.75,92,40,2.46,ZA,1713995622
478,i-n-salah,27.1935,2.4607,27.85,15,0,5.85,DZ,1713995622
479,perevolotskiy,51.8763,54.1938,12.55,94,28,4.22,RU,1713995442
480,ibusuki,31.2333,130.65,16.0,76,100,4.33,JP,1713995623
481,citluk,43.2286,17.7008,6.87,93,75,2.06,BA,1713995623
482,pariaman,-0.619,100.12,27.03,89,88,1.34,ID,1713995623
483,montepuez,-13.1256,38.9997,20.42,97,100,2.35,MZ,1713995623
484,prince rupert,54.3161,-130.3201,9.05,72,75,3.6,CA,1713995623
485,priob'ye,62.5206,65.5964,-14.07,98,41,1.72,RU,1713995623
486,gornopravdinsk,60.05,69.9,-8.59,92,9,1.64,RU,1713995627
487,franklin,39.9667,-83.0166,12.34,66,75,6.69,US,1713995132
488,manisa,38.8333,28.1667,16.32,79,100,1.02,TR,1713995607
489,codrington,-38.2667,141.9667,12.85,72,96,6.16,AU,1713995627
490,pacasmayo,-7.4006,-79.5714,22.2,79,46,6.42,PE,1713995627
491,sinabang,2.4803,96.3801,27.39,85,100,0.53,ID,1713995627
492,errachidia,31.9275,-4.4285,25.03,22,40,1.03,MA,1713995628
493,ciudad madero,22.2667,-97.8333,27.25,73,25,6.54,MX,1713995628
494,rockport,28.0206,-97.0544,27.23,67,100,5.66,US,1713995628
495,sparti,37.0733,22.4297,15.53,60,99,2.53,GR,1713995628
496,barwadih,23.8333,84.1167,25.72,23,0,1.82,IN,1713995628
497,hadibu,12.65,54.0333,27.67,74,22,0.7,YE,1713995628
498,moyynkum,44.2914,72.9469,16.18,71,89,3.54,KZ,1713995628
499,nouadhibou,20.931,-17.0347,19.99,77,4,6.17,MR,1713995629
500,morondava,-20.2833,44.2833,23.74,77,0,3.01,MG,1713995629
501,moldova noua,44.7375,21.6669,8.35,97,98,2.08,RO,1713995629
502,mahina,-17.5065,-149.489,30.87,74,20,5.14,PF,1713995629
503,petrozavodsk,61.7849,34.3469,-0.3,94,40,1.79,RU,1713995493
504,cambria,35.5641,-121.0808,17.65,74,37,3.81,US,1713995629
505,kohlu,29.8962,69.252,21.37,27,78,0.55,PK,1713995630
506,scone,56.4194,-3.4051,7.2,77,91,0.61,GB,1713995630
507,saint-francois,46.4154,3.9054,5.69,82,100,4.12,FR,1713995566
508,yeed,4.55,43.0333,30.56,60,100,1.95,SO,1713995632
509,waingapu,-9.6567,120.2641,25.55,86,78,3.83,ID,1713995632
510,vorkuta,67.5,64.0,-14.94,98,94,1.34,RU,1713995633
511,le port,-20.9373,55.2919,25.0,79,8,1.9,RE,1713995367
512,mogadishu,2.0371,45.3438,28.91,80,98,5.16,SO,1713995634
513,twon-brass,4.3151,6.2418,29.21,82,94,6.07,NG,1713995634
514,recani,31.2846,-4.2688,24.03,20,5,4.56,MA,1713995635
515,callao,-12.0667,-77.15,22.16,78,40,4.12,PE,1713995638
516,sogndal,61.2283,7.1003,4.21,60,20,2.06,NO,1713995638
517,cadale,2.7603,46.3222,29.2,78,95,4.84,SO,1713995639
518,vacaria,-28.5122,-50.9339,17.15,93,85,2.23,BR,1713995639
519,n'zeto,-7.2312,12.8666,25.56,85,100,2.36,AO,1713995640
520,nikolayevsk-on-amure,53.1406,140.73,11.56,66,7,2.25,RU,1713995640
521,hami,42.8,93.45,18.21,23,100,4.15,CN,1713995640
522,moab,38.5733,-109.5498,28.05,11,0,8.1,US,1713995539
523,poli,-3.3333,36.8,16.39,97,100,1.32,TZ,1713995648
524,la foa,-21.7108,165.8276,24.55,72,51,2.11,NC,1713995649
525,oak ridge,36.0104,-84.2696,23.78,43,40,0.45,US,1713995649
526,bhanjanagar,19.9333,84.5833,27.44,55,3,1.28,IN,1713995649
527,angaur state,6.906,134.13,28.96,79,100,6.51,PW,1713995650
528,burang,30.25,81.1667,-3.99,74,23,1.24,CN,1713995650
529,torghay,49.6339,63.4981,13.0,60,43,7.82,KZ,1713995651
530,nguigmi,14.2495,13.1092,33.54,13,0,3.12,NE,1713995651
531,larne,54.85,-5.8167,6.98,85,48,4.49,GB,1713995652
532,brezina,33.0989,1.2608,16.74,19,79,2.11,DZ,1713995653
533,ola,59.5833,151.2833,0.08,96,100,0.89,RU,1713995654
534,kabo,7.6994,18.629,27.84,63,94,4.74,CF,1713995654
535,sidi khaled,34.387,4.9879,16.12,25,0,1.35,DZ,1713995655
536,lata,40.1629,-8.3327,7.52,95,19,0.91,PT,1713995656
537,tumayr,25.7039,45.868,23.86,17,0,4.43,SA,1713995656
538,ceelbuur,4.685,46.6176,28.82,70,71,6.39,SO,1713995656
539,zouerate,22.7187,-12.4521,29.12,16,2,5.14,MR,1713995656
540,kalmeshwar,21.2333,78.9,27.79,39,12,1.92,IN,1713995657
541,staroaleyskoye,51.0061,82.0,-2.38,42,0,5.82,RU,1713995657
542,tokar,18.4254,37.729,28.21,78,13,4.89,SD,1713995658
543,makubetsu,45.3714,141.8211,6.79,96,100,5.73,JP,1713995658
544,khanpur,28.6453,70.6567,28.69,21,0,4.71,PK,1713995658
545,makoua,0.0069,15.6333,21.65,98,96,0.63,CG,1713995659
546,queenstown,-31.8976,26.8753,11.88,92,5,1.44,ZA,1713995659
547,winnemucca,40.973,-117.7357,19.15,29,91,4.98,US,1713995454
548,shache,38.4167,77.2406,17.96,21,2,4.46,CN,1713995663
549,anton lizardo,19.05,-95.9833,31.79,72,1,4.99,MX,1713995663
550,galesong,-5.3166,119.3661,24.01,87,88,1.85,ID,1713995666
551,muang phonsavan,19.45,103.2167,19.51,76,10,0.8,LA,1713995666
552,ulanhot,46.0833,122.0833,10.73,50,48,6.36,CN,1713995669
553,yerofey pavlovich,53.9667,121.9667,1.34,85,100,1.6,RU,1713995669
554,mahgawan,26.5,78.6042,27.41,22,1,2.26,IN,1713995671
555,saguenay,48.4168,-71.0657,-2.18,68,75,10.8,CA,1713995528
556,veraval,20.9,70.3667,25.79,75,0,6.28,IN,1713995672
557,tamanrasset,22.785,5.5228,22.95,11,0,2.06,DZ,1713995673
558,magadan,59.5667,150.8,-0.26,96,99,1.01,RU,1713995673
559,cuyo,10.8525,121.0086,29.84,74,100,4.73,PH,1713995673
560,saint-felicien,48.6501,-72.4491,-2.62,33,75,9.77,CA,1713995555
561,mamfe,5.754,9.3123,26.58,87,100,1.1,CM,1713995674
562,vecvarkava,56.1833,26.5167,6.51,94,100,5.7,LV,1713995675
563,tsetserleg,47.475,101.4542,-3.17,73,99,0.47,MN,1713995676
564,ta`u,-14.2336,-169.5144,29.0,71,58,5.93,AS,1713995676
565,urengoy,65.9667,78.3667,-17.12,100,72,1.56,RU,1713995677
566,inirida,3.8653,-67.9239,26.97,83,68,1.65,CO,1713995680
567,brookings,44.3114,-96.7984,19.1,35,20,3.6,US,1713995567
568,kursk,51.7303,36.1939,11.78,72,87,8.0,RU,1713995681
569,safi,32.1667,-8.8333,15.86,60,2,6.14,MA,1713995681
570,kapenguria,1.2511,35.0895,14.21,92,95,3.2,KE,1713995681
571,ipira,-12.1583,-39.7372,25.31,81,100,4.74,BR,1713995445
572,menongue,-14.6585,17.691,17.38,43,86,2.35,AO,1713995682
573,mo i rana,66.3128,14.1428,2.4,81,75,3.13,NO,1713995604
574,vilyuysk,63.7553,121.6247,-8.89,91,86,4.92,RU,1713995686
575,swakopmund,-22.6833,14.5333,13.47,83,0,3.05,NA,1713995689
576,fuglafjordur,62.244,-6.814,3.26,70,72,5.59,FO,1713995689
577,polyarnyy,69.1989,33.4478,-0.58,89,100,6.66,RU,1713995605
578,vavoua,7.3819,-6.4778,26.95,75,51,2.11,CI,1713995690
579,itaituba,-4.2761,-55.9836,29.09,79,75,0.0,BR,1713995690
580,imbert,19.7537,-70.8291,29.1,80,60,2.76,DO,1713995690
581,santana do mundau,-9.1681,-36.2222,22.58,90,97,1.82,BR,1713995690
582,eloy,32.7559,-111.5548,32.45,14,99,8.61,US,1713995607
